Genes,log2FoldChange,padj,D_Basal_EvsT,D_Basal_myoepithelial_EvsT,D_Luminal_1_1_EvsT,D_Luminal_1_2_EvsT,D_Luminal_2_EvsT,Phi_Basal_TvsE,Phi_Basal_myoepithelial_TvsE,Phi_Luminal_1_1_TvsE,Phi_Luminal_1_2_TvsE,Phi_Luminal_2_TvsE,Phi_Basal_EvsT,Phi_Basal_myoepithelial_EvsT,Phi_Luminal_1_1_EvsT,Phi_Luminal_1_2_EvsT,Phi_Luminal_2_EvsT,log2FC_Basal_EvsT,log2FC_Basal_myoepithelial_EvsT,log2FC_Luminal_1_1_EvsT,log2FC_Luminal_1_2_EvsT,log2FC_Luminal_2_EvsT,LOG(padj)
LEO1,0.878599183,2.29E-52,2.49E-05,0.000037708,4.97E-05,0.000166399,0.000401324,1.18E-06,1.14E-06,1.44E-06,1.91E-06,1.90E-06,0.000026078,3.89E-05,5.11E-05,0.000168305,0.000403224,4.461482213,5.085585139,5.149090042,6.464688908,7.729628123,51.64016452
ARFIP1,0.613431332,2.86E-52,0.000129678,3.42E-05,0.000288409,0.000331075,0.000188421,3.23E-05,9.76E-06,5.78E-05,7.03E-05,4.52E-05,0.000161948,4.39E-05,0.000346241,0.000401356,0.000233665,2.327278581,2.170836933,2.581834176,2.51366763,2.368627322,51.54363397
MAG,3.62383341,3.09E-52,5.53E-07,1.30E-07,-6.67E-08,-2.86E-07,-1.99E-07,3.54E-07,3.20E-07,4.01E-07,5.43E-07,4.01E-07,9.07E-07,4.50E-07,3.34E-07,2.57E-07,2.02E-07,1.358276648,0.492702971,-0.26251074,-1.080259931,-0.98823097,51.51004152
CPLX1,1.648422668,3.40E-52,2.80E-07,3.71E-06,3.57E-07,-1.30E-07,-1.78E-08,3.96E-07,3.60E-07,4.52E-07,6.14E-07,4.49E-07,6.76E-07,4.07E-06,8.09E-07,4.84E-07,4.31E-07,0.771119346,3.499650419,0.839177469,-0.341840886,-0.05828533,51.46852108
DUSP5,1.303227152,3.97E-52,5.42E-06,3.32E-06,1.97E-05,0.000301222,0.000502804,2.65E-06,2.21E-06,3.80E-06,1.66E-05,3.99E-05,8.06E-06,5.53E-06,2.35E-05,0.000317868,0.000542747,1.607671928,1.324716038,2.632159605,4.255171672,3.764261636,51.40120949
STRN3,0.735870591,4.78E-52,0.000127127,8.12E-05,0.000150336,0.000108753,0.000118096,2.71E-06,2.75E-06,3.97E-06,3.11E-06,2.61E-06,0.000129832,8.39E-05,0.000154305,0.000111865,0.000120707,5.584868274,4.928868682,5.280749126,5.167550344,5.530757549,51.3205721
PPP1R3C,2.245686154,4.91E-52,2.33E-05,9.06E-06,9.06E-05,0.000279236,6.82E-06,1.35E-06,1.26E-06,2.24E-06,3.29E-06,1.55E-06,2.47E-05,1.03E-05,9.28E-05,0.000282531,8.37E-06,4.196471234,3.030208431,5.374821005,6.422091983,2.434337517,51.30891851
SLITRK6,3.408329612,5.17E-52,1.87E-05,0.00015102,-1.92E-07,-8.19E-07,0.000175222,1.96E-06,4.32E-06,1.60E-06,2.19E-06,5.30E-06,2.06E-05,0.000155338,1.41E-06,1.37E-06,0.000180519,3.395960356,5.168816876,-0.184756034,-0.676220535,5.09074422,51.28650946
CRAT,1.742161166,7.56E-52,7.24E-05,8.80E-05,0.000648265,0.000130868,4.51E-05,8.79E-06,8.36E-06,5.31E-05,1.21E-05,5.29E-06,8.12E-05,9.64E-05,0.000701373,0.000142937,5.04E-05,3.207451008,3.52745744,3.723167206,3.566049181,3.252824511,51.1214782
RASEF,1.831403934,7.95E-52,7.34E-08,2.75E-09,1.92E-06,1.75E-05,0.000231921,4.44E-07,4.04E-07,5.07E-07,6.88E-07,5.03E-07,5.17E-07,4.07E-07,2.42E-06,1.81E-05,0.000232424,0.220786319,0.009778223,2.257610737,4.721256248,8.851270933,51.09963287
CYP4F8,4.442712235,8.21E-52,9.94E-07,1.82E-06,2.92E-05,7.49E-05,5.04E-06,4.79E-07,4.36E-07,5.46E-07,7.41E-07,5.41E-07,1.47E-06,2.26E-06,2.97E-05,7.56E-05,5.58E-06,1.620905966,2.372375662,5.765279841,6.6739073,3.364539348,51.08565684
ASB8,0.592461783,8.24E-52,9.40E-05,3.98E-05,0.000176241,0.000232551,0.000146062,2.47E-06,1.68E-06,3.51E-06,4.11E-06,3.27E-06,9.65E-05,4.15E-05,0.000179747,0.000236663,0.000149328,5.290367568,4.62686105,5.679915589,5.846734322,5.51471451,51.08407279
C15orf59,2.340924554,8.89E-52,-1.84E-07,-9.87E-08,3.24E-07,2.66E-07,-3.39E-08,3.81E-07,3.45E-07,4.32E-07,5.89E-07,4.28E-07,1.96E-07,2.46E-07,7.55E-07,8.55E-07,3.95E-07,-0.955281678,-0.486555302,0.807358743,0.536591543,-0.118943283,51.05109824
RAI2,1.824177995,1.11E-51,2.93E-05,0.000235453,2.53E-05,9.31E-06,1.98E-05,2.56E-06,1.04E-05,0.0000024,2.37E-06,2.07E-06,3.19E-05,0.000245808,2.77E-05,1.17E-05,2.19E-05,3.63633276,4.569062751,3.531235884,2.30398133,3.401230181,50.95467702
CDYL2,1.617492505,1.17E-51,-8.50E-08,-8.04E-08,-6.05E-08,-1.88E-07,9.07E-06,3.69E-07,3.36E-07,4.21E-07,5.73E-07,4.20E-07,2.84E-07,2.55E-07,3.61E-07,3.85E-07,9.49E-06,-0.378026293,-0.395220106,-0.223458633,-0.574614048,4.499461829,50.93181414
SALL2,1.349736705,1.38E-51,7.04E-05,0.000150762,9.43E-07,-1.02E-07,8.02E-06,1.12E-06,1.53E-06,9.53E-07,1.39E-06,1.11E-06,7.15E-05,0.000152296,1.90E-06,1.29E-06,9.13E-06,5.993402829,6.633764963,0.992442079,-0.109263896,3.0451137,50.86012091
FBXL7,1.469944422,1.40E-51,0.000165026,0.000154131,-3.32E-07,-3.87E-07,-5.16E-07,5.35E-06,6.37E-06,1.23E-06,1.54E-06,1.18E-06,0.000170375,0.000160502,9.01E-07,1.16E-06,6.64E-07,4.993179277,4.654816672,-0.452943182,-0.416388593,-0.829356599,50.85387196
SPRYD3,0.687406614,1.58E-51,0.000129749,8.94E-05,8.95E-05,0.000122005,0.000186814,0.000103379,7.05E-05,6.65E-05,8.08E-05,0.000141059,0.000233128,0.000159871,0.000155982,0.000202846,0.000327873,1.173179139,1.182232556,1.229356829,1.327223996,1.216838385,50.80134291
RGS11,1.984786171,1.59E-51,1.80E-08,4.99E-07,1.56E-06,1.77E-06,9.66E-06,4.34E-07,3.94E-07,4.94E-07,6.73E-07,4.89E-07,4.52E-07,8.92E-07,2.05E-06,2.44E-06,1.02E-05,0.058747035,1.18077183,2.05276281,1.85824961,4.37649921,50.79860288
BECN1,0.649367505,1.60E-51,2.02E-05,0.000025157,0.000031873,0.000058806,0.000047192,9.41E-05,0.000115557,0.000114075,0.000187604,0.000310663,0.000114338,0.000140714,0.000145948,0.00024641,0.000357855,0.280560068,0.284161218,0.355471787,0.393370217,0.204024711,50.79588002
USP30,0.689647871,1.74E-51,8.48E-06,4.77E-06,1.69E-05,5.91E-06,1.60E-05,1.39E-06,1.04E-06,1.03E-06,1.83E-06,1.81E-06,9.87E-06,5.81E-06,1.80E-05,7.74E-06,1.78E-05,2.830849952,2.483128714,4.119024809,2.081214663,3.297684866,50.75945075
POLI,0.892658783,1.91E-51,6.57E-05,6.76E-05,4.58E-05,3.73E-05,0.000151887,1.60E-06,1.61E-06,1.57E-06,1.82E-06,1.91E-06,6.73E-05,6.92E-05,4.74E-05,3.91E-05,0.000153797,5.398189288,5.429643706,4.920825621,4.423254314,6.331099434,50.71896663
ROBO2,3.62283362,2.35E-51,1.34E-05,3.19E-06,4.95E-06,5.58E-05,4.08E-05,4.92E-07,4.48E-07,5.61E-07,7.63E-07,5.58E-07,1.39E-05,3.63E-06,5.51E-06,5.66E-05,0.000041349,4.820022621,3.020059463,3.295451649,6.212198803,6.211337506,50.62893214
TMEM87B,0.762090766,2.48E-51,1.84E-05,5.49E-05,7.91E-05,7.53E-05,0.000222947,2.41E-05,6.34E-05,9.56E-05,8.03E-05,0.000283185,0.000042535,0.000118281,0.000174707,0.000155593,0.000506132,0.817398103,0.899979936,0.8695697,0.954835367,0.837768842,50.60554832
CYB5D1,0.885692678,2.60E-51,0.000109879,3.30E-05,4.84E-05,0.000176225,0.000122421,8.91E-07,8.05E-07,9.34E-07,1.29E-06,8.92E-07,0.00011077,3.38E-05,4.93E-05,0.000177514,0.000123313,6.958496126,5.394101518,5.724025411,7.105626278,7.110945795,50.58502665
MYT1,3.087848954,3.20E-51,2.29E-06,2.06E-06,5.20E-06,5.23E-06,3.31E-06,4.66E-07,4.23E-07,5.31E-07,7.19E-07,5.27E-07,2.75E-06,2.49E-06,5.73E-06,5.95E-06,3.84E-06,2.564246711,2.554023257,3.43183619,3.048497805,2.866141665,50.49485002
LRRFIP1,0.668893712,3.28E-51,0.00002606,1.28E-07,0.000014038,0.000011501,-0.000010348,0.000283536,0.000042092,0.000189439,0.000127288,0.000287203,0.000309596,4.22E-05,0.000203477,0.000138789,0.000276855,0.126854909,0.004373684,0.103132358,0.124796812,-0.052940242,50.48412616
CAPSL,4.067725137,3.65E-51,1.10E-07,-1.08E-07,3.05E-07,4.50E-08,-4.42E-08,3.81E-07,3.47E-07,4.34E-07,5.88E-07,4.30E-07,4.91E-07,2.39E-07,7.39E-07,6.33E-07,3.86E-07,0.36558105,-0.538760284,0.76904128,0.106298879,-0.156678135,50.43770714
CORO6,3.244551634,4.26E-51,6.05E-06,1.36E-05,1.38E-06,2.00E-05,7.47E-06,4.81E-07,4.38E-07,5.49E-07,7.45E-07,5.44E-07,6.53E-06,1.40E-05,1.93E-06,2.08E-05,8.01E-06,3.763876847,5.001741594,1.815657412,4.799763235,3.881296259,50.3705904
CCNH,0.622223837,4.46E-51,3.71E-06,7.30E-06,1.75E-05,2.30E-05,3.97E-05,9.74E-07,8.02E-07,1.15E-06,1.29E-06,9.65E-07,0.00000468,8.10E-06,1.87E-05,2.43E-05,0.000040651,2.264548921,3.337082797,4.018700436,4.229259136,5.396295202,50.35066514
CASD1,1.413275076,4.46E-51,0.00012179,0.000308866,9.79E-05,3.46E-05,7.19E-05,2.38E-06,3.93E-06,2.35E-06,2.12E-06,1.86E-06,0.000124173,0.000312792,0.000100229,3.67E-05,0.000073769,5.703604328,6.316076803,5.414538402,4.117977151,5.309733233,50.35066514
ANKHD1.EIF4EBP3,0.937946512,6.21E-51,0.000163439,0.000149968,0.000169667,0.000206615,0.000103296,1.82E-05,1.46E-05,1.81E-05,1.90E-05,0.000010009,0.000181683,0.000164553,0.000187756,0.000225623,0.000113305,3.315921545,3.495975254,3.375706354,3.569212728,3.50084178,50.2069084
DNMBP,1.228204085,7.26E-51,4.38E-05,3.58E-05,6.56E-05,8.49E-05,0.000332419,2.86E-06,2.22E-06,2.92E-06,4.26E-06,1.14E-05,4.66E-05,3.80E-05,6.86E-05,8.92E-05,0.000343837,4.030026455,4.098047392,4.554085805,4.387465353,4.912368199,50.13906338
PLCD4,1.548265351,8.37E-51,4.96E-06,7.89E-06,5.34E-07,4.89E-06,1.73E-05,4.68E-07,4.26E-07,5.34E-07,7.25E-07,5.31E-07,5.43E-06,8.32E-06,1.07E-06,5.62E-06,1.79E-05,3.536717935,4.28639686,0.999508512,2.952835268,5.072214528,50.07727454
PRSS23,1.708366342,1.07E-50,7.44E-06,0.00005488,1.25E-06,-1.98E-06,0.000089122,3.47E-05,0.000191001,1.58E-05,1.07E-05,0.000438481,4.21E-05,0.000245881,1.71E-05,0.000008721,0.000527603,0.280530122,0.364380066,0.10983716,-0.295490194,0.266938438,49.97061622
TPBG,1.079902571,1.24E-50,0.00010871,0.000176143,0.000143685,5.34E-05,0.000299656,2.57E-05,3.73E-05,3.45E-05,1.35E-05,0.000071217,0.000134431,0.000213421,0.000178144,6.69E-05,0.000370873,2.385841616,2.517301905,2.3701079,2.305003591,2.380631673,49.90657831
KIAA0556,0.80196595,1.24E-50,0.000170369,0.000125731,8.08E-05,2.66E-05,0.000236518,1.71E-06,1.55E-06,1.68E-06,1.99E-06,2.47E-06,0.000172074,0.00012728,8.25E-05,2.85E-05,0.000238992,6.656969737,6.36058067,5.617228326,3.845824944,6.59406049,49.90657831
ASB16,1.876717328,1.26E-50,-1.16E-07,-1.84E-07,1.29E-07,1.16E-06,-2.49E-07,3.58E-07,3.26E-07,4.08E-07,5.55E-07,4.01E-07,2.43E-07,1.42E-07,5.36E-07,1.72E-06,1.51E-07,-0.561786684,-1.201682129,0.395707592,1.629745039,-1.404991571,49.89962945
C10orf82,3.655311149,1.40E-50,4.00E-08,3.76E-06,8.22E-08,4.49E-08,5.66E-08,3.87E-07,3.49E-07,4.39E-07,5.95E-07,4.34E-07,4.27E-07,4.11E-06,5.21E-07,6.40E-07,4.91E-07,0.141792296,3.555436933,0.247495413,0.104957857,0.17661137,49.85387196
NHLRC4,2.028051247,1.44E-50,1.44E-07,-8.15E-08,1.93E-06,1.36E-06,-3.88E-08,4.03E-07,3.65E-07,4.61E-07,6.22E-07,4.56E-07,5.48E-07,2.83E-07,2.39E-06,0.000001981,4.17E-07,0.441143326,-0.364431464,2.371784726,1.670855099,-0.128385713,49.84163751
MSI2,1.220656138,1.49E-50,5.25E-05,6.86E-05,1.38E-05,4.60E-06,3.98E-05,5.05E-07,4.59E-07,5.76E-07,7.82E-07,5.72E-07,5.30E-05,6.91E-05,1.43E-05,5.39E-06,4.04E-05,6.714840384,7.231818861,4.636381941,2.783576329,6.140217585,49.82681373
FLJ46111,3.24756617,1.55E-50,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,49.8096683
MARVELD2,1.042023692,1.63E-50,7.52E-06,1.03E-06,2.69E-05,4.50E-05,6.88E-05,4.93E-07,4.49E-07,5.63E-07,7.63E-07,5.59E-07,8.01E-06,1.48E-06,2.74E-05,4.58E-05,0.000069363,4.02235025,1.718133042,5.606588137,5.90598388,6.955576873,49.7878124
MYB,1.657800414,1.97E-50,1.78E-05,9.72E-06,6.90E-05,-6.43E-07,0.000804416,2.63E-06,2.05E-06,4.18E-06,3.00E-06,0.000045837,2.05E-05,1.18E-05,7.31E-05,2.36E-06,0.000850253,2.962349637,2.522410423,4.129508414,-0.347907567,4.213307662,49.70553377
ARHGAP32,1.124340016,2.02E-50,0.00011815,7.89E-05,0.00017952,4.42E-05,0.000119871,9.55E-05,6.39E-05,0.000144007,0.00004424,0.000125099,0.000213682,0.000142846,0.000323527,8.85E-05,0.00024497,1.161415452,1.160049102,1.167747177,1.000153262,0.969534825,49.69464863
LOC285593,2.847803741,3.32E-50,3.10E-07,1.49E-08,4.36E-08,4.01E-07,-1.31E-07,3.90E-07,3.56E-07,4.45E-07,6.04E-07,4.45E-07,7.00E-07,3.71E-07,4.88E-07,1.01E-06,3.14E-07,0.844092777,0.059188332,0.134814609,0.734313172,-0.502531128,49.47886192
YTHDC2,0.73412265,5.88E-50,4.57E-05,0.000202372,8.66E-05,0.000107803,0.000276613,5.23E-06,0.000014165,8.05E-06,9.67E-06,2.20E-05,0.000050904,0.000216537,9.46E-05,0.000117471,0.00029865,3.281619555,3.934211055,3.555024429,3.602922469,3.760423247,49.23062267
KIAA1984,1.960454734,6.01E-50,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,49.22112553
LYPD6,2.159390308,6.90E-50,1.06E-06,1.23E-06,1.20E-07,2.85E-07,0.000159044,5.98E-07,5.32E-07,6.55E-07,8.87E-07,6.91E-07,1.65E-06,1.76E-06,7.75E-07,1.17E-06,0.000159735,1.466933439,1.724782261,0.242295623,0.402443628,7.852543128,49.16115091
BTRC,0.957560521,8.11E-50,2.44E-05,3.38E-05,0.000145284,0.000158028,0.000455564,2.43E-06,2.79E-06,6.33E-06,5.57E-06,2.06E-05,2.68E-05,3.65E-05,0.000151612,0.000163602,0.000476193,3.466792223,3.712028473,4.582506496,4.875455226,4.528765653,49.09097915
TCEAL6,1.528686011,8.59E-50,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,49.06600684
LCA5L,1.071073612,9.16E-50,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,49.03810453
FBXO15,1.486062975,9.36E-50,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,49.02872415
RAB11FIP3,0.940795058,1.42E-49,0.000287247,0.000249912,8.30E-05,0.000194572,4.87E-05,0.00003281,2.83E-05,9.10E-06,2.06E-05,7.87E-06,0.000320057,0.000278256,9.21E-05,0.000215145,5.65E-05,3.286121363,3.295292431,3.338237046,3.386457171,2.845478089,48.84771166
SLC26A1,1.330382871,1.44E-49,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,48.84163751
MTX3,0.627376606,1.59E-49,6.70E-05,1.71E-05,5.55E-05,7.25E-05,0.000131297,1.62E-06,1.20E-06,1.53E-06,2.08E-06,1.91E-06,6.86E-05,1.83E-05,5.70E-05,0.000074597,0.000133212,5.408166072,3.939583442,5.219601804,5.163172653,6.120326253,48.79860288
ADAMTSL5,1.833785787,1.60E-49,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,48.79588002
UBE3B,0.580845999,1.66E-49,0.000119073,0.000168544,0.000134506,7.46E-05,3.65E-05,0.000101169,0.000156182,0.000121743,6.38E-05,4.39E-05,0.000220242,0.000324726,0.000256249,0.000138395,0.000080362,1.122322326,1.05599471,1.073707552,1.116564378,0.872578468,48.77989191
STK36,0.821153867,1.72E-49,1.30E-05,7.46E-05,0.000103145,1.78E-06,2.68E-05,1.18E-06,1.67E-06,2.27E-06,1.77E-06,1.74E-06,1.42E-05,7.63E-05,0.000105418,3.56E-06,2.85E-05,3.595691179,5.515542795,5.535481289,1.003369656,4.034270797,48.76447155
SLC1A1,2.726408405,2.00E-49,4.55E-05,4.36E-05,4.77E-06,0.000167878,0.000105059,1.07E-06,9.63E-07,1.51E-06,1.89E-06,1.73E-06,4.66E-05,4.45E-05,0.000006281,0.000169766,0.000106787,5.44099887,5.531184654,2.053954207,6.490682528,5.949514047,48.69897
SFRS12,0.603662967,2.23E-49,0.000109066,0.00009777,0.000118625,0.000137942,5.59E-05,0.000117734,0.000109694,0.000121103,0.000139223,8.07E-05,0.0002268,0.000207464,0.000239728,0.000277165,0.000136531,0.945889629,0.9193764,0.98516382,0.99334752,0.759206666,48.65169514
KCND3,2.514937604,2.25E-49,-1.11E-07,1.11E-06,1.72E-06,-3.19E-07,1.20E-07,3.84E-07,3.49E-07,4.39E-07,5.96E-07,4.35E-07,2.73E-07,1.46E-06,2.16E-06,2.77E-07,5.55E-07,-0.492906755,2.068930592,2.296138913,-1.106039462,0.350322988,48.64781748
LRRC6,1.701040207,2.40E-49,1.48E-06,1.85E-06,1.96E-06,1.53E-07,1.17E-05,4.47E-07,4.07E-07,5.11E-07,6.91E-07,5.06E-07,1.93E-06,2.26E-06,2.47E-06,8.44E-07,1.22E-05,2.112513891,2.47139138,2.27345286,0.288962915,4.590752835,48.61978876
ATG16L1,0.761434418,2.57E-49,1.71E-05,8.10E-06,5.79E-05,0.000163336,0.000538681,1.90E-06,1.67E-06,2.65E-06,4.08E-06,1.12E-05,1.90E-05,9.76E-06,6.05E-05,0.000167415,0.000549902,3.324548767,2.551712423,4.512844039,5.359218035,5.61492709,48.59006688
FAM102A,0.923023789,3.08E-49,-1.07E-06,-3.91E-06,-2.31E-06,-3.26E-06,-0.00002346,9.36E-05,0.000171179,0.000403668,4.82E-05,0.000228992,9.26E-05,0.00016727,0.000401362,4.49E-05,0.000205532,-0.01656345,-0.033327005,-0.008265192,-0.101101924,-0.155934168,48.51144928
BTD,0.898722196,3.10E-49,8.45E-05,1.70E-05,6.82E-05,1.93E-05,1.08E-05,7.98E-07,6.89E-07,9.71E-07,1.15E-06,7.99E-07,8.53E-05,0.000017677,6.92E-05,2.04E-05,1.16E-05,6.739554683,4.681123062,6.154642549,4.154722169,3.86334323,48.50863831
ZCCHC10,0.629266153,3.11E-49,-7.90E-08,1.37E-08,-3.85E-08,1.46E-06,1.55E-06,4.05E-07,3.66E-07,4.62E-07,6.24E-07,4.55E-07,3.26E-07,3.80E-07,4.23E-07,2.08E-06,2.01E-06,-0.312980017,0.053063301,-0.125569241,1.738302677,2.142480844,48.50723961
TOX3,2.325067272,3.48E-49,1.13E-07,-1.26E-08,3.10E-06,3.83E-08,0.000292724,5.35E-07,4.72E-07,5.84E-07,8.07E-07,5.98E-07,6.48E-07,4.59E-07,3.69E-06,8.45E-07,0.000293322,0.275708275,-0.039076306,2.658509895,0.06686536,8.93921013,48.45842076
SMPD3,1.84435019,3.50E-49,7.23E-07,2.65E-07,3.62E-06,3.59E-07,4.66E-05,4.43E-07,4.02E-07,5.05E-07,6.85E-07,5.01E-07,1.17E-06,6.68E-07,4.12E-06,1.04E-06,4.71E-05,1.396330589,0.730025541,3.029674046,0.607728493,6.553885616,48.45593196
SLC24A1,0.798839159,3.94E-49,1.68E-06,4.82E-06,6.74E-06,3.81E-07,4.42E-06,4.52E-07,4.13E-07,5.17E-07,7.02E-07,5.14E-07,2.13E-06,5.23E-06,7.26E-06,1.08E-06,4.94E-06,2.237229578,3.664675393,3.812136241,0.625213151,3.263719703,48.40450378
TOB1,1.313206527,5.23E-49,6.81E-05,5.12E-05,0.000170673,0.000403527,1.60E-05,5.80E-05,3.84E-05,0.000157637,0.000369893,2.41E-05,0.000126087,8.96E-05,0.00032831,0.00077342,4.00E-05,1.120680331,1.222872125,1.058452495,1.064144073,0.735146403,48.28149831
RAB19,1.73400388,9.65E-49,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,48.01547269
ORAI3,0.900950533,1.25E-48,0.00012769,0.000137545,1.71E-05,4.48E-06,2.13E-06,5.67E-07,5.09E-07,6.55E-07,8.88E-07,6.33E-07,0.000128257,0.000138054,1.78E-05,5.37E-06,2.76E-06,7.820989755,8.083697153,4.764057718,2.596745754,2.127090934,47.90308999
CNTD1,1.470291532,1.43E-48,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,47.84466396
CYP2A7,8.184913901,1.44E-48,1.81E-07,9.30E-08,1.16E-07,5.63E-08,2.70E-05,4.06E-07,3.68E-07,4.62E-07,6.26E-07,4.58E-07,5.86E-07,4.61E-07,5.77E-07,6.82E-07,0.000027472,0.531665894,0.325301626,0.322764234,0.124413923,5.905481778,47.84163751
KIF3A,0.857072595,1.58E-48,7.55E-06,4.82E-05,1.91E-05,2.62E-05,2.30E-05,5.02E-07,4.56E-07,5.73E-07,7.78E-07,5.69E-07,8.05E-06,4.86E-05,1.97E-05,0.000027021,2.35E-05,4.003941725,6.736044272,5.104645177,5.117768469,5.369954383,47.80134291
MRPS30,1.882927169,1.70E-48,7.54E-05,6.74E-05,8.59E-05,0.000143338,0.000170132,3.91E-06,2.47E-06,3.62E-06,6.94E-06,6.85E-06,7.93E-05,0.000069818,8.95E-05,0.000150277,0.000176981,4.343873867,4.823377727,4.627954258,4.436711062,4.69154889,47.76955108
SCCPDH,1.139281945,2.14E-48,-2.02E-06,-2.33E-06,3.60E-05,7.89E-05,0.000471583,3.90E-06,3.58E-06,0.000023717,4.40E-05,0.000347934,1.89E-06,1.25E-06,5.97E-05,0.000122919,0.000819517,-1.049278133,-1.513868866,1.331985798,1.482027587,1.235960211,47.66958623
ZNF467,1.267891779,2.93E-48,3.74E-06,2.69E-05,3.02E-05,6.74E-06,1.12E-05,1.61E-06,2.20E-06,4.41E-06,2.18E-06,1.74E-06,5.36E-06,2.91E-05,3.46E-05,8.93E-06,1.30E-05,1.732189433,3.728015551,2.974494144,2.030854446,2.89607591,47.53313238
LOC100129716,0.827767504,3.24E-48,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,47.48945499
CPEB4,1.068067984,3.77E-48,8.31E-06,2.14E-05,0.000369864,0.000601791,0.000110886,3.02E-06,3.22E-06,2.53E-05,0.000029374,8.47E-06,0.000011325,0.000024653,0.000395198,0.000631165,0.000119351,1.907913265,2.93695325,3.963451637,4.425405563,3.81753462,47.42365865
ECM1,2.200858027,4.50E-48,7.27E-05,0.000329372,1.36E-06,0.000149265,1.37E-05,1.50E-05,7.82E-05,2.98E-06,2.30E-05,4.17E-06,8.77E-05,0.000407604,4.33E-06,0.000172299,1.79E-05,2.54713948,2.381333768,0.541830056,2.903058667,2.103499186,47.34678749
NUMA1,0.790832522,4.69E-48,0.000022837,0.000013266,0.000020015,2.23E-06,-3.00E-06,0.000251562,0.000283048,0.000261183,6.67E-05,1.28E-05,0.000274399,0.000296314,0.000281198,6.89E-05,9.85E-06,0.125361213,0.066080061,0.106525336,0.047419964,-0.383244145,47.32882716
TSPAN31,0.81024516,5.94E-48,0.000114971,0.000342502,0.000264438,5.99E-05,0.00010017,8.99E-06,3.18E-05,1.84E-05,6.02E-06,8.86E-06,0.000123959,0.00037429,0.00028286,6.59E-05,0.000109035,3.785651673,3.557611426,3.940617899,3.452698899,3.620543144,47.22621356
ERBB3,1.146408171,6.64E-48,-0.000002482,-2.40E-06,0.000025397,0.000005087,-0.000015714,9.79E-06,7.74E-06,0.000637874,0.000104694,0.000237916,7.31E-06,5.34E-06,0.000663271,0.000109781,0.000222202,-0.421618126,-0.536682151,0.056326974,0.068449622,-0.098580495,47.17783192
